 0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	25	1	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	15	0	19	
0	0	2	0	0	0	0	0	0	0	0	0	0	28	0	5	17	3	24	0	1	30	5	0	32	1	4	16	38	0	22
0	41	0	23	0	47	63	1	0	0	2	33	2	18	34	31	0	0	0	10	0	0	1	0	0	0	0	1	4	8	
2	46	15	6	1	27	2	8	4	0	24	51	9	0	32	0	0	1	4	8	8	5	0	2	0	0	0	2	40	50	0
1	1	1	0	0	0	2	0	1	5	7	8	1	0	0	0	0	1	0	0	0	22	0	0	2	0	0	0	0	7	0
1	1	0	1	59	38	12	0	0	10	30	1	4	5	15	0	0	0	12	1	1	1	4	6	0	43	16	36	8	0	
0	0	0	0	0	0	26	1	39	5	10	7	0	0	0	0	1	33	118	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	12	0	0	14	0	0			
0	3	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	79	42	12	0	2	3	0	0
33	24	0	1	12	0	0	0	5	0	0	0	0	0	12	0	0	0	0	28	10	0	0	7	0	9	1	0	12	0	
0	0	1	0	29	0	0	0	0	0	0	0	17	9	51	18	0	0	0	10	10	0	34	0	0	11	3	0	1	8	0
0	24	5	0	0	33	0	0	39	24	0	0	40	1	0	11	2	3	3	14	8	1	2	17	1	0	1	0	0	0	
0	2	10	48	52	80	3	16	33	9	11	7	1	6	1	1	22	0	9	9	48	10	2	0	17	26	2	94	39	8	1
0	13	4	36	0	11	14	3	0	0	0	0	0	11	0	20	5	1	0	57	0	7	0	0	0	8	30	6	1	0	0
0	7	0	0	31	7	1	0	0	75	49	0	0	1	0	0	0	9	0	2	0	2	0	0	1	18	0	18	25	1	
1	2	3	33	7	0	0	27	54	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	28	6	0	0	0	0	1	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	24	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
10	0	2	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	4	12	3	0
19	0	0	0	0	0	0	0	12	2	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	13	
0	0	0	28	0	54	0	0	50	29	0	24	0	36	7	6	9	66	14	0	0	49	11	0	0	0	1	123	6	10	6
6	57	26	0	0	11	10	0	0	5	1	67	36	19	11	2	27	23	5	0	0	0	0	0	5	0	0	0	0	9	
0	6	0	19	42	40	20	0	7	5	0	0	0	0	0	0	1	27	23	37	10	22	11	0	2	0	0	0	0	31	15
1	9	52	32	14	17	0	0	3	2	0	2	0	2	1	29	3	6	0	0	0	6	12	27	3	53	12	4	1	0	54
10	6	64	29	69	9	37	49	8	97	28	0	6	5	47	120	0	0	0	0	0	0	0	0	33	19	53	0	0	3	
0	8	26	28	15	9	30	34	0	0	0	0	52	101	48	0	0	0	0	0	0	0	0	0	10	0	0	0	0	15	16
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	39	33	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	1	0	0	0	0	0		
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	
10	16	10	3	0	0	2	0	0	0	0	0	0	0	8	0	1	9	0	1	22	3	0	0	0	7	9	7	0	0	45
0	0	0	0	0	0	0	0	14	0	5	0	15	7	0	0	33	0	1	1	3	0	7	25	19	0	0	2	0	0	
0	0	6	37	7	28	0	15	0	2	12	47	0	0	0	4	66	10	2	67	20	12	0	18	0	2	9	9	7	0	6
14	7	7	4	0	1	90	1	4	0	0	0	0	3	0	2	0	0	0	1	3	11	2	9	0	3	8	3	9	0	0
0	0	2	0	0	0	2	0	2	0	15	21	43	0	1	0	1	0	1	0	0	0	0	0	0	10	4	4	52	0	
0	0	0	0	0	1	4	0	0	0	6	0	0	8	26	1	29	0	0	0	4	4	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	21	0	1	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	23	1	0	11	52	0	0	0	0
0	0	0	0	0	0	0	0	5	0	16	19	7	0	0	6	15	0	0	0	0	0	0	26	0	0	17	0	2	0	
7	42	99	25	1	4	20	42	0	92	0	15	21	41	0	21	44	6	53	0	2	0	0	0	0	0	0	0	6	13	2
0	18	28	2	0	0	30	0	99	0	0	24	11	0	1	13	38	52	120	6	0	0	1	1	0	47	10	0	0	3	
1	15	54	3	0	14	28	4	0	13	4	3	2	2	3	28	23	7	0	18	72	63	18	24	14	0	2	3	0	0	3
0	8	0	4	12	17	3	1	9	38	0	5	6	2	1	0	9	3	1	17	28	35	27	115	68	15	0	8	0	0	0
44	31	140	43	0	3	0	0	2	0	0	0	2	6	9	4	3	0	0	1	1	0	4	22	0	26	0	1	21	54	
0	1	0	9	4	5	34	0	0	4	0	12	2	27	13	28	22	0	25	7	23	0	0	0	0	0	0	0	0	0	1
3	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11
3	7	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	16	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	10	47	21
0	14	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	51	30	56	21	0	9	0	0	0	0	0	
0	0	0	0	0	0	7	0	11	0	8	0	0	0	0	6	31	40	43	0	49	0	1	0	0	53	2	0	0	0	3
0	0	0	2	4	12	0	3	5	0	5	10	3	1	0	3	14	34	6	1	0	0	0	1	0	10	0	26	74	52	
0	1	9	0	11	0	65	19	0	0	7	0	10	0	0	14	5	3	0	0	8	0	0	1	0	0	0	0	0	0	0
0	3	10	3	5	3	14	1	5	1	12	59	10	13	10	11	0	0	3	3	0	36	5	8	9	0	1	5	0	0	16
12	0	0	0	6	10	0	0	54	18	44	0	15	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	12	22	5	9	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14	0	0	0	0	15	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	45	31	0	1	4	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	3	0	0	3	0	0	0	0	0	11	71	76	72	0	0	0	3	16	0	0	9	0	0	0	0	0
0	0	0	0	1	0	6	0	0	0	4	2	13	33	0	0	19	78	49	5	0	9	0	8	3	2	0	0	3	2	
0	0	46	20	56	14	15	0	0	7	3	20	3	0	2	3	0	0	0	1	1	7	7	7	1	0	55	40	4	17	25
2	2	0	10	13	22	0	20	3	1	0	0	70	83	36	5	1	0	5	47	7	1	0	0	1	0	12	10	8	0	1
0	4	13	13	1	14	0	0	0	6	0	0	1	0	0	0	7	33	6	13	35	0	0	0	1	16	23	1	11	7	
0	0	0	0	3	0	1	0	34	0	0	1	0	0	0	0	0	0	0	6	0	43	0	0	0	0	0	0	0	0	3
2	0	0	0	0	0	0	0	0	75	25	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	14	2	0		
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	46	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	7	0	0	52	56	5	19	0	0	14	2	
0	12	0	0	0	0	0	0	0	0	0	57	4	4	17	19	0	0	8	6	0	0	0	0	0	0	0	9	0	15	57
0	20	37	27	16	0	0	12	0	17	0	47	1	0	1	14	0	0	0	3	20	52	16	6	23	8	22	0	0	1	
16	18	62	13	0	2	11	0	0	1	1	0	0	0	0	0	1	0	0	0	6	5	0	1	3	0	40	27	9	5	36
42	6	4	17	10	10	28	6	7	7	0	5	0	30	1	1	1	31	6	8	30	53	2	0	0	1	0	0	12	30	13
0	14	2	30	9	1	6	1	2	0	0	1	3	0	0	0	46	9	13	8	7	16	4	0	0	0	52	5	14	1	
0	11	3	3	0	125	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	27	150	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0			
2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	6	0	0	0	0	48	22
0	0	0	0	0	5	0	6	0	0	0	0	8	0	0	38	0	0	0	0	0	0	16	11	0	13	0	3	33	0	
0	14	0	0	5	0	0	2	0	0	3	0	0	0	0	0	0	0	0	1	9	0	0	10	39	7	2	18	38	3	0
